topicID,topicName,meetingNum,votingDate
1532,Návrh na vyslovení nedùvìry vládì Èeské republiky,23,23. 11. 2018 13:00
1533,Návrh na vyslovení nedùvìry vládì Èeské republiky,23,23. 11. 2018 16:11
1534,Procedurální hlasování,24,4. 12. 2018 14:01
1535,Poøad schùze,24,4. 12. 2018 14:34
1536,Poøad schùze,24,4. 12. 2018 14:35
1537,Poøad schùze,24,4. 12. 2018 14:36
1538,Poøad schùze,24,4. 12. 2018 14:37
1539,Poøad schùze,24,4. 12. 2018 14:37
1540,Poøad schùze,24,4. 12. 2018 14:39
1541,Poøad schùze,24,4. 12. 2018 14:39
1542,Poøad schùze,24,4. 12. 2018 14:40
1543,Poøad schùze,24,4. 12. 2018 14:41
1544,Poøad schùze,24,4. 12. 2018 14:42
1545,Poøad schùze,24,4. 12. 2018 14:43
1546,Poøad schùze,24,4. 12. 2018 14:43
1547,Poøad schùze,24,4. 12. 2018 14:46
1548,Novela z. o daních z pøíjmù (snìmovní tisk 80),24,4. 12. 2018 15:22
1549,Novela z. o zrušení Fondu národního majetku (snìmovní tisk 130),24,4. 12. 2018 15:59
1550,Novela z. o zrušení Fondu národního majetku (snìmovní tisk 130),24,4. 12. 2018 15:59
1551,Novela z. o pomoci v hmotné nouzi (snìmovní tisk 89),24,4. 12. 2018 16:14
1552,Novela z. o dluhopisech (snìmovní tisk 93),24,4. 12. 2018 16:19
1553,Novela z. o léèivech - EU (snìmovní tisk 262),24,4. 12. 2018 16:47
1554,Vl. n. z. kterım se mìní nìkteré zákony v oblasti daní - EU (snìmovní tisk 206),24,4. 12. 2018 18:22
1555,Poøad schùze,24,5. 12. 2018 9:13
1556,Poøad schùze,24,5. 12. 2018 9:13
1557,Poøad schùze,24,5. 12. 2018 9:14
1558,Novela z. o zrušení Fondu národního majetku (snìmovní tisk 130),24,5. 12. 2018 9:16
1559,Novela z. o zrušení Fondu národního majetku (snìmovní tisk 130),24,5. 12. 2018 9:18
1560,Novela z. o zrušení Fondu národního majetku (snìmovní tisk 130),24,5. 12. 2018 9:31
1561,Novela z. o zrušení Fondu národního majetku (snìmovní tisk 130),24,5. 12. 2018 9:32
1562,Novela z. o státních svátcích (snìmovní tisk 284),24,5. 12. 2018 9:43
1563,Novela z. o státních svátcích (snìmovní tisk 284),24,5. 12. 2018 9:44
1564,Novela z. o Rejstøíku trestù - EU (snìmovní tisk 136),24,5. 12. 2018 9:47
1565,Novela z. o Rejstøíku trestù - EU (snìmovní tisk 136),24,5. 12. 2018 9:48
1566,Novela z. o Rejstøíku trestù - EU (snìmovní tisk 136),24,5. 12. 2018 9:49
1567,Novela z. o Rejstøíku trestù - EU (snìmovní tisk 136),24,5. 12. 2018 9:49
1568,Vl.n.z. o zpracování osobních údajù - EU (snìmovní tisk 138),24,5. 12. 2018 9:52
1569,Vl.n.z. o zpracování osobních údajù - EU (snìmovní tisk 138),24,5. 12. 2018 9:53
1570,Vl.n.z. o zpracování osobních údajù - EU (snìmovní tisk 138),24,5. 12. 2018 9:54
1571,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:01
1572,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:02
1573,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:02
1574,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:03
1575,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:04
1576,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:05
1577,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:06
1578,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:06
1579,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:07
1580,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:08
1581,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:09
1582,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:09
1583,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:10
1584,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:11
1585,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:11
1586,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:12
1587,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:13
1588,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:13
1589,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:14
1590,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:15
1591,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:16
1592,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:16
1593,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:17
1594,Vl.n.z. o zpracování osobních údajù - související - EU (snìmovní tisk 139),24,5. 12. 2018 10:19
1595,Novela z. - školskı zákon (snìmovní tisk 115),24,5. 12. 2018 10:29
1596,Novela z. - školskı zákon (snìmovní tisk 115),24,5. 12. 2018 10:30
1597,Novela z. - školskı zákon (snìmovní tisk 115),24,5. 12. 2018 10:31
1598,Novela z. - školskı zákon (snìmovní tisk 115),24,5. 12. 2018 10:32
1599,Novela z. o dani z pøidané hodnoty (snìmovní tisk 140),24,5. 12. 2018 11:33
1600,Novela z. o dani z pøidané hodnoty (snìmovní tisk 140),24,5. 12. 2018 11:34
1601,Novela z. o dani z pøidané hodnoty (snìmovní tisk 140),24,5. 12. 2018 11:35
1602,Novela z. o dani z pøidané hodnoty (snìmovní tisk 140),24,5. 12. 2018 11:36
1603,Procedurální hlasování,24,5. 12. 2018 11:47
1604,Novela z. o dani z pøidané hodnoty (snìmovní tisk 140),24,5. 12. 2018 11:48
1605,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,5. 12. 2018 17:54
1606,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,5. 12. 2018 19:31
1607,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,5. 12. 2018 19:31
1608,Písemná interpelace V. Munzara na A. Schillerovou ve vìci postupu FS È,24,6. 12. 2018 9:18
1609,Písemná interpelace V. Munzara na A. Schillerovou ve vìci postupu FS È,24,6. 12. 2018 9:36
1610,Písemná interpelace J. Valenty na A. Babiše ve vìci váleènıch reparací,24,6. 12. 2018 9:52
1611,Písemná interpelace J. Michálka na A. Babiše ve vìci neprùhledného hos,24,6. 12. 2018 9:56
1612,Písemná interpelace V. Kováøové na D. oka ve vìci nejnebezpeènìjší mí,24,6. 12. 2018 10:00
1613,Písemná interpelace V. Kováøové na D. oka ve vìci nejnebezpeènìjší mí,24,6. 12. 2018 10:02
1614,Písemná interpelace V. Kováøové na A. Schillerovou ve vìci sliby pana,24,6. 12. 2018 10:06
1615,Novela z. o poskytování dávek osobám se zdravot. postiením (snìmovní tisk 267),24,6. 12. 2018 11:15
1616,Novela z. o poskytování dávek osobám se zdravot. postiením (snìmovní tisk 267),24,6. 12. 2018 11:32
1617,Novela z. o poskytování dávek osobám se zdravot. postiením (snìmovní tisk 267),24,6. 12. 2018 11:34
1618,Novela z. o poskytování dávek osobám se zdravot. postiením (snìmovní tisk 267),24,6. 12. 2018 11:35
1619,Návrh na zmìny ve sloení orgánù Poslanecké snìmovny,24,7. 12. 2018 9:08
1620,Návrh na zmìny ve sloení orgánù Poslanecké snìmovny,24,7. 12. 2018 9:09
1621,Novela z. o sociálních slubách (snìmovní tisk 160),24,7. 12. 2018 11:49
1622,Novela z. o sociálních slubách (snìmovní tisk 160),24,7. 12. 2018 12:06
1623,Novela z. o sociálních slubách (snìmovní tisk 160),24,7. 12. 2018 12:07
1624,Novela z. o sociálních slubách (snìmovní tisk 160),24,7. 12. 2018 12:07
1625,Novela z. o sociálních slubách (snìmovní tisk 160),24,7. 12. 2018 12:09
1626,Novela z. o sociálních slubách (snìmovní tisk 160),24,7. 12. 2018 12:10
1627,Novela z. o sociálních slubách (snìmovní tisk 160),24,7. 12. 2018 12:11
1628,Novela z. o sociálních slubách (snìmovní tisk 160),24,7. 12. 2018 12:14
1629,Novela z. o sociálních slubách (snìmovní tisk 160),24,7. 12. 2018 12:15
1630,Novela z. o sociálních slubách (snìmovní tisk 160),24,7. 12. 2018 12:16
1631,Novela z. o vnitrozemské plavbì (snìmovní tisk 157),24,7. 12. 2018 12:44
1632,Novela z. o státních svátcích (snìmovní tisk 192),24,7. 12. 2018 12:57
1633,Novela z. o státních svátcích (snìmovní tisk 192),24,7. 12. 2018 12:58
1634,Novela z. o státních svátcích (snìmovní tisk 192),24,7. 12. 2018 13:01
1635,Novela z. o státních svátcích (snìmovní tisk 192),24,7. 12. 2018 13:02
1636,Novela z. o státních svátcích (snìmovní tisk 192),24,7. 12. 2018 13:02
1637,Novela z. o státních svátcích (snìmovní tisk 192),24,7. 12. 2018 13:03
1638,Novela z. o státních svátcích (snìmovní tisk 192),24,7. 12. 2018 13:04
1639,Poøad schùze,24,18. 12. 2018 16:24
1640,Poøad schùze,24,18. 12. 2018 16:24
1641,Poøad schùze,24,18. 12. 2018 16:25
1642,Poøad schùze,24,18. 12. 2018 16:27
1643,Poøad schùze,24,18. 12. 2018 16:28
1644,Poøad schùze,24,18. 12. 2018 16:29
1645,Poøad schùze,24,18. 12. 2018 16:30
1646,Poøad schùze,24,18. 12. 2018 16:31
1647,Poøad schùze,24,18. 12. 2018 16:32
1648,Poøad schùze,24,18. 12. 2018 16:34
1649,Poøad schùze,24,18. 12. 2018 17:42
1650,Poøad schùze,24,18. 12. 2018 17:43
1651,Poøad schùze,24,18. 12. 2018 17:44
1652,Procedurální hlasování,24,18. 12. 2018 18:08
1653,Procedurální hlasování,24,18. 12. 2018 18:10
1654,Procedurální hlasování,24,18. 12. 2018 18:11
1655,Procedurální hlasování,24,18. 12. 2018 18:13
1656,Procedurální hlasování,24,18. 12. 2018 18:14
1657,Poøad schùze,24,19. 12. 2018 9:09
1658,Poøad schùze,24,19. 12. 2018 9:10
1659,Poøad schùze,24,19. 12. 2018 9:11
1660,Návrh na volbu èlena DR SFDI,24,19. 12. 2018 12:37
1661,Návrh na jmenování èlena RRTV,24,19. 12. 2018 12:39
1662,Návrh na jmenování èlenù KR GA ÈR,24,19. 12. 2018 12:41
1663,Návrh na volbu kandidátù na èlena Rady ÚSTR,24,19. 12. 2018 12:55
1664,Návrh na volbu kandidátù na èlena Rady ÚSTR,24,19. 12. 2018 12:56
1665,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 16:06
1666,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 16:11
1667,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 16:47
1668,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 16:49
1669,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 16:51
1670,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 16:52
1671,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 16:53
1672,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 16:53
1673,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 16:54
1674,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 16:56
1675,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 16:58
1676,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 16:58
1677,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:01
1678,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:02
1679,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:03
1680,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:03
1681,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:04
1682,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:04
1683,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:05
1684,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:06
1685,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:06
1686,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:07
1687,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:08
1688,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:08
1689,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:12
1690,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:12
1691,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:13
1692,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:14
1693,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:15
1694,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:15
1695,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:16
1696,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:17
1697,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:17
1698,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:18
1699,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:18
1700,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:19
1701,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:20
1702,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:20
1703,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:21
1704,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:22
1705,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:22
1706,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:23
1707,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:24
1708,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:25
1709,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:25
1710,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:26
1711,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:26
1712,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:27
1713,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:27
1714,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:28
1715,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:29
1716,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:29
1717,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:30
1718,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:30
1719,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:31
1720,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:32
1721,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:32
1722,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:33
1723,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:33
1724,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:34
1725,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:35
1726,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:35
1727,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:36
1728,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:36
1729,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:37
1730,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:38
1731,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:38
1732,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:40
1733,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:40
1734,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:41
1735,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:42
1736,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:42
1737,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:43
1738,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:43
1739,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:44
1740,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:45
1741,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:45
1742,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:46
1743,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:46
1744,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:47
1745,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:48
1746,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:48
1747,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:49
1748,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:50
1749,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:50
1750,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:51
1751,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:51
1752,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:52
1753,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:52
1754,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:53
1755,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:53
1756,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:54
1757,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:55
1758,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:55
1759,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:56
1760,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:56
1761,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:57
1762,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:58
1763,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:58
1764,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:59
1765,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 17:59
1766,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:00
1767,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:01
1768,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:01
1769,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:02
1770,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:02
1771,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:03
1772,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:04
1773,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:04
1774,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:05
1775,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:05
1776,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:06
1777,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:07
1778,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:07
1779,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:08
1780,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:08
1781,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:09
1782,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:36
1783,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:38
1784,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:39
1785,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:41
1786,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:41
1787,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:42
1788,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:43
1789,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:44
1790,Vl.n.z. o státním rozpoètu ÈR na rok 2019 (snìmovní tisk 287),24,19. 12. 2018 18:44
1791,Støednìdobı vıhled státního rozpoètu ÈR na léta 2020 a 2021 (snìmovní tisk 288),24,19. 12. 2018 19:29
1792,Støednìdobı vıhled státního rozpoètu ÈR na léta 2020 a 2021 (snìmovní tisk 288),24,19. 12. 2018 19:29
1793,Poøad schùze,24,20. 12. 2018 11:05
1794,Poøad schùze,24,20. 12. 2018 11:06
1795,Novela z. o evidenci treb - EU (snìmovní tisk 205),24,20. 12. 2018 12:26
1796,Novela z. o evidenci treb - EU (snìmovní tisk 205),24,20. 12. 2018 12:30
1797,Novela z. o evidenci treb - EU (snìmovní tisk 205),24,20. 12. 2018 12:30
1798,Novela z. o evidenci treb - EU (snìmovní tisk 205),24,20. 12. 2018 12:59
1799,Procedurální hlasování,24,21. 12. 2018 9:09
1800,Novela z. o léèivech - EU (snìmovní tisk 262),24,21. 12. 2018 9:32
1801,Novela z. o léèivech - EU (snìmovní tisk 262),24,21. 12. 2018 9:33
1802,Novela z. o léèivech - EU (snìmovní tisk 262),24,21. 12. 2018 9:34
1803,Novela z. o léèivech - EU (snìmovní tisk 262),24,21. 12. 2018 9:35
1804,Novela z. o léèivech - EU (snìmovní tisk 262),24,21. 12. 2018 9:35
1805,Novela z. o léèivech - EU (snìmovní tisk 262),24,21. 12. 2018 9:36
1806,Novela z. o léèivech - EU (snìmovní tisk 262),24,21. 12. 2018 9:38
1807,Novela z. o léèivech - EU (snìmovní tisk 262),24,21. 12. 2018 9:38
1808,Novela z. o léèivech - EU (snìmovní tisk 262),24,21. 12. 2018 9:39
1809,Novela z. o léèivech - EU (snìmovní tisk 262),24,21. 12. 2018 9:40
1810,Novela z. o léèivech - EU (snìmovní tisk 262),24,21. 12. 2018 9:40
1811,Novela z. o léèivech - EU (snìmovní tisk 262),24,21. 12. 2018 9:42
1812,Vl. n. z. kterım se mìní nìkteré zákony v oblasti daní - EU (snìmovní tisk 206),24,21. 12. 2018 11:36
1813,Vl. n. z. kterım se mìní nìkteré zákony v oblasti daní - EU (snìmovní tisk 206),24,21. 12. 2018 11:37
