topicID,topicName,meetingNum,votingDate
89,Návrh na zmìny ve sloení orgánù Poslanecké snìmovny,2,30. 11. 2017 9:47
90,Procedurální hlasování,3,5. 12. 2017 14:01
91,Procedurální hlasování,3,5. 12. 2017 14:06
92,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),3,5. 12. 2017 17:23
93,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),3,5. 12. 2017 17:24
94,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),3,5. 12. 2017 17:30
95,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),3,5. 12. 2017 17:31
96,Novela z. o léèivech - EU (snìmovní tisk 5),3,5. 12. 2017 18:25
97,Novela z. o léèivech - EU (snìmovní tisk 5),3,5. 12. 2017 19:32
98,Novela z. o léèivech - EU (snìmovní tisk 5),3,5. 12. 2017 19:35
99,Novela z. o léèivech - EU (snìmovní tisk 5),3,5. 12. 2017 19:36
100,Novela z. o léèivech - EU (snìmovní tisk 5),3,5. 12. 2017 19:37
101,Procedurální hlasování,3,5. 12. 2017 19:39
102,Procedurální hlasování,4,12. 12. 2017 14:03
103,Poøad schùze,4,12. 12. 2017 14:18
104,Poøad schùze,4,12. 12. 2017 14:19
105,Poøad schùze,4,12. 12. 2017 14:33
106,Návrh na ustavení nebo volbu èlenù stálıch komisí PS,4,12. 12. 2017 14:37
107,Návrh na ustavení nebo volbu èlenù stálıch komisí PS,4,12. 12. 2017 14:39
108,Návrh na ustavení nebo volbu èlenù stálıch komisí PS,4,12. 12. 2017 14:42
109,Návrh na volbu èlenù nebo ustavení SK GIBS,4,12. 12. 2017 14:45
110,Návrh na volbu èlenù nebo ustavení SK KPO,4,12. 12. 2017 14:47
111,Návrh na volbu èlenù nebo ustavení SK CEÚ,4,12. 12. 2017 14:49
112,Návrh na volbu èlenù nebo ustavení SK BIS,4,12. 12. 2017 14:52
113,Návrh na volbu èlenù nebo ustavení SK NBÚ,4,12. 12. 2017 14:54
114,Návrh na volbu èlenù nebo ustavení SK VZ,4,12. 12. 2017 14:55
115,Návrh na volbu èlenù nebo ustavení SK FAÚ,4,12. 12. 2017 14:57
116,Návrh na volbu èlenù nebo ustavení SK NÚKIB,4,12. 12. 2017 14:59
117,Návrh na volbu èlenù do stálıch delegací Parlamentu,4,12. 12. 2017 15:04
118,Návrh na volbu èlenù do stálıch delegací Parlamentu,4,12. 12. 2017 15:05
119,Návrh na volbu èlenù do stálıch delegací Parlamentu,4,12. 12. 2017 15:06
120,Návrh na volbu èlenù do stálıch delegací Parlamentu,4,12. 12. 2017 15:07
121,Návrh na volbu èlenù do stálıch delegací Parlamentu,4,12. 12. 2017 15:09
122,Návrh na volbu èlenù do stálıch delegací Parlamentu,4,12. 12. 2017 15:10
123,Zpráva o plnìní státního rozpoètu ÈR za 1. pololetí 2017 (snìmovní tisk 4),4,12. 12. 2017 15:32
124,Zpr. o èinnosti kontrolní rady GA ÈR øíjen 2016 - záøí 2017 (snìmovní tisk 6),4,12. 12. 2017 15:44
125,Zpr. o èinnosti kontrolní rady GA ÈR øíjen 2016 - záøí 2017 (snìmovní tisk 6),4,12. 12. 2017 15:44
126,Zpráva o stavu zemìdìlství ÈR za rok 2016 (snìmovní tisk 7),4,12. 12. 2017 15:55
127,Vıroèní zprávy a úèetní závìrky zdr. pojišoven za rok 2016 (snìmovní tisk 10),4,12. 12. 2017 16:06
128,Rozh. vl. o pøeletech a prùj.ozbroj.sil pøes území ÈR - 2018 (snìmovní tisk 14),4,12. 12. 2017 16:17
129,Novela z. o podmínkách podnikání v oblasti cestovního ruchu - EU (snìmovní tisk 12),4,12. 12. 2017 16:50
130,Novela z. o podmínkách podnikání v oblasti cestovního ruchu - EU (snìmovní tisk 12),4,12. 12. 2017 16:51
131,Novela z. o podmínkách podnikání v oblasti cestovního ruchu - EU (snìmovní tisk 12),4,12. 12. 2017 16:53
132,Novela z. o podmínkách podnikání v oblasti cestovního ruchu - EU (snìmovní tisk 12),4,12. 12. 2017 16:54
133,Zmìny pøílohy III Rotterdamské úmluvy (snìmovní tisk 11),4,12. 12. 2017 17:00
134,Návrh na zøízení Vyšetøovací komise Poslanecké snìmovny k OKD,4,12. 12. 2017 18:07
135,Poøad schùze,4,15. 12. 2017 9:06
136,Poøad schùze,4,15. 12. 2017 9:07
137,Návrh na zmìny ve sloení orgánù Poslanecké snìmovny,4,15. 12. 2017 9:12
138,Návrh na zmìny ve sloení orgánù Poslanecké snìmovny,4,15. 12. 2017 9:12
139,Návrh na zmìny ve sloení orgánù Poslanecké snìmovny,4,15. 12. 2017 9:15
140,Návrh na potvrzení pøedsedy vıboru PS,4,15. 12. 2017 14:23
141,Poøad schùze,4,19. 12. 2017 14:05
142,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 16:10
143,Procedurální hlasování,4,19. 12. 2017 18:08
144,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:21
145,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:28
146,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:29
147,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:29
148,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:30
149,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:31
150,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:31
151,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:32
152,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:33
153,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:33
154,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:34
155,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:34
156,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:35
157,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:36
158,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:36
159,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:38
160,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:39
161,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:39
162,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:40
163,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:41
164,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:42
165,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:42
166,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:43
167,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:44
168,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:45
169,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:45
170,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:46
171,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:46
172,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:47
173,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:48
174,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:48
175,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:49
176,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:50
177,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:50
178,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:51
179,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:52
180,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:52
181,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:53
182,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:54
183,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:54
184,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:55
185,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:56
186,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:57
187,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:57
188,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:58
189,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 18:59
190,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:00
191,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:00
192,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:02
193,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:02
194,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:03
195,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:04
196,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:05
197,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:06
198,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:06
199,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:07
200,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:08
201,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:14
202,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:15
203,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:16
204,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:17
205,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:18
206,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:19
207,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:20
208,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:21
209,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:22
210,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:23
211,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:24
212,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:25
213,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:26
214,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:27
215,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:27
216,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:29
217,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:30
218,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:30
219,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:31
220,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:32
221,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:33
222,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:35
223,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:36
224,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 19:37
225,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 20:09
226,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 20:13
227,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 20:14
228,Vl.n.z. o státním rozpoètu ÈR na rok 2018 (snìmovní tisk 2),4,19. 12. 2017 20:14
